longName,fastaName,gffName,gff3Name,gc,numGeneGff3,numExonGff3,exonDensityGff3,numIntronGff3,intronDensityGff3,numGeneGff,numExonGff,exonDensityGff,numIntronGff,intronDensityGff,rnaSeqCount,ES
Glomerella acutata (Colletotrichum fiorinae MH 18) v1.0,Gloac1_AssemblyScaffolds.fasta.gz,Gloac1_GeneCatalog_genes_20121120.gff.gz,Gloac1.filtered_proteins.FilteredModels2.gff3.gz,51.8,15777.0,44590.0,2.82626608354,28813.0,1.83,15777.0,44590.0,2.82626608354,28813.0,1.83,0,pass
Glomerella cingulata 23 (Colletotrichum gloeosporoides 23) v1.0,Gloci1_AssemblyScaffolds.fasta.gz,Gloci1_GeneCatalog_genes_20121001.gff.gz,Gloci1.filtered_proteins.FilteredModels1.gff3.gz,52.4,2276.0,6231.0,2.73769771529,3954.0,1.74,18975.0,52886.0,2.78714097497,33911.0,1.79,3,pass
Rhizophagus irregularis DAOM 181602 v1.0,Gloin1_AssemblyScaffolds.fasta.gz,Gloin1_GeneCatalog_genes_20120510.gff.gz,Gloin1.filtered_proteins.FilteredModels1.gff3.gz,27.7,396.0,1382.0,3.4898989899,986.0,2.49,30282.0,104876.0,3.46331153821,74594.0,2.46,2,pass
Glonium stellatum CBS 207.34 v1.0,Glost2_AssemblyScaffolds.fasta.gz,Glost2_GeneCatalog_genes_20140303.gff.gz,Glost2.filtered_proteins.FilteredModels1.gff3.gz,48.3,4259.0,14088.0,3.30781873679,9829.0,2.31,14362.0,45141.0,3.14308592118,30779.0,2.14,0,pass
Gloeophyllum trabeum v1.0,Glotr1_1_AssemblyScaffolds.fasta.gz,Glotr1_1_GeneCatalog_genes_20100928.gff.gz,Glotr1_1.filtered_proteins.FilteredModels1.gff3.gz,53.2,11846.0,72787.0,6.14443694074,60941.0,5.14,11846.0,72787.0,6.14443694074,60941.0,5.14,0,pass
Grosmannia clavigera kw1407,Grocl1_AssemblyScaffolds.fasta.gz,Grocl1_GeneCatalog_genes_20131017.gff.gz,Grocl1.filtered_proteins.ExternalModels.gff3.gz,53.4,8312.0,23727.0,2.85454764196,15415.0,1.85,8312.0,23727.0,2.85454764196,15415.0,1.85,22,pass
Guyanagaster necrorhiza MCA 3950 v1.0,Guyne1_AssemblyScaffolds.fasta.gz,Guyne1_GeneCatalog_genes_20140406.gff.gz,,45.5,,,,,,14276.0,85325.0,5.97681423368,71049.0,4.98,1,pass
Gymnopus androsaceus JB14 v1.0,Gyman1_AssemblyScaffolds.fasta.gz,Gyman1_GeneCatalog_genes_20140729.gff.gz,,45.1,,,,,,29375.0,159441.0,5.4277787234,130066.0,4.43,1,fail
Gymnascella aurantiaca v1.0,Gymau1_AssemblyScaffolds.fasta.gz,Gymau1_GeneCatalog_genes_20130805.gff.gz,Gymau1.filtered_proteins.FilteredModels2.gff3.gz,51.2,9106.0,28388.0,3.1175049418,19282.0,2.12,9106.0,28388.0,3.1175049418,19282.0,2.12,1,pass
Gymnopilus chrysopellus PR-1187 v1.0,Gymch1_AssemblyScaffolds.fasta.gz,Gymch1_GeneCatalog_genes_20140623.gff.gz,Gymch1.filtered_proteins.FilteredModels1.gff3.gz,49.5,18193.0,100221.0,5.50876710823,82028.0,4.51,18193.0,100221.0,5.50876710823,82028.0,4.51,0,pass
Gymnascella citrina v1.1,Gymci1_1_AssemblyScaffolds.fasta.gz,Gymci1_1_GeneCatalog_genes_20130902.gff.gz,Gymci1_1.filtered_proteins.FilteredModels1.gff3.gz,51.6,9779.0,29268.0,2.99294406381,19489.0,1.99,9779.0,29268.0,2.99294406381,19489.0,1.99,0,pass
Gymnopus luxurians v1.0,Gymlu1_AssemblyScaffolds.fasta.gz,Gymlu1_GeneCatalog_genes_20110803.gff.gz,Gymlu1.filtered_proteins.FilteredModels1.gff3.gz,45.1,22057.0,116032.0,5.26055220565,93952.0,4.26,22057.0,116032.0,5.26055220565,93975.0,4.26,2,pass
Gyrodon lividus BX v1.0,Gyrli1_AssemblyScaffolds.fasta.gz,Gyrli1_GeneCatalog_genes_20140325.gff.gz,Gyrli1.filtered_proteins.FilteredModels1.gff3.gz,49.0,11779.0,67772.0,5.75362934035,55993.0,4.75,11779.0,67772.0,5.75362934035,55993.0,4.75,0,pass
Hansenula polymorpha NCYC 495 leu1.1 v2.0,Hanpo2_AssemblyScaffolds.fasta.gz,Hanpo2_GeneCatalog_genes_20100927.gff.gz,Hanpo2.filtered_proteins.FilteredModels2.gff3.gz,47.9,5177.0,6226.0,1.20262700406,1049.0,0.2,5177.0,6226.0,1.20262700406,1049.0,0.2,1,pass
Hanseniaspora valbyensis NRRL Y-1626 v1.1,Hanva1_1_AssemblyScaffolds.fasta.gz,Hanva1_1_GeneCatalog_genes_20120316.gff.gz,Hanva1_1.filtered_proteins.FilteredModels1.gff3.gz,26.7,4800.0,5776.0,1.20333333333,954.0,0.2,4800.0,5776.0,1.20333333333,976.0,0.2,1,pass
Hebeloma cylindrosporum h7 v2.0,Hebcy2_AssemblyScaffolds.fasta.gz,Hebcy2_GeneCatalog_genes_20120913.gff.gz,Hebcy2.filtered_proteins.FilteredModels1.gff3.gz,48.4,15382.0,80629.0,5.24177610194,65230.0,4.24,15382.0,80629.0,5.24177610194,65247.0,4.24,11,pass
Hesseltinella vesiculosa NRRL3301 v2.0,Hesve2finisherSC_AssemblyScaffolds.fasta.gz,Hesve2finisherSC_GeneCatalog_genes_20150707.gff.gz,,46.3,,,,,,11141.0,50921.0,4.57059509918,39780.0,3.57,0,pass
Heterobasidion annosum v2.0,Heterobasidion_annosum.AssembledScaffolds.fasta.gz,Hetan2.filtered_proteins.FrozenGeneCatalog_20120113.gff3.gz,Hetan2.filtered_proteins.FrozenGeneCatalog_20120113.gff3.gz,52.2,13383.0,72148.0,5.39101845625,58763.0,4.39,11141.0,50921.0,4.57059509918,39780.0,3.57,4,pass
Heterogastridium pycnidioideum ATCC MYA-4631 v1.0,Hetpy1_MitoScaffolds.fasta.gz,Hetpy1_GeneCatalog_genes_20140310.gff.gz,Hetpy1.filtered_proteins.FilteredModels1.gff3.gz,29.0,7658.0,46555.0,6.07926351528,38897.0,5.08,7658.0,46555.0,6.07926351528,38897.0,5.08,0,fail
Histoplasma capsulatum NAm1,Hisca1_AssemblyScaffolds.fasta.gz,Hisca1_GeneCatalog_genes_20130826.gff.gz,Hisca1.filtered_proteins.BroadModels.gff3.gz,46.2,9251.0,30599.0,3.30764241704,21348.0,2.31,9251.0,30599.0,3.30764241704,21348.0,2.31,28,pass
Hyalopycnis blepharistoma ATCC 48560 v1.0,Hyabl1_AssemblyScaffolds.fasta.gz,Hyabl1_GeneCatalog_genes_20150410.gff.gz,,43.4,,,,,,7872.0,46070.0,5.85238821138,38198.0,4.85,0,pass
Hydnomerulius pinastri v2.0,Hydpi2_AssemblyScaffolds.fasta.gz,Hydpi2_GeneCatalog_genes_20120511.gff.gz,Hydpi2.filtered_proteins.FilteredModels1.gff3.gz,50.8,13270.0,77435.0,5.83534287867,64148.0,4.83,13270.0,77435.0,5.83534287867,64165.0,4.84,2,pass
Hydnum rufescens UP504 v2.0,Hydru2_AssemblyScaffolds.fasta.gz,Hydru2_GeneCatalog_genes_20150110.gff.gz,,47.9,,,,,,18665.0,99296.0,5.31990356282,80631.0,4.32,0,pass
Hypoxylon sp. CI-4A v1.0,HypCI4A_1_AssemblyScaffolds.fasta.gz,HypCI4A_1_GeneCatalog_genes_20111212.gff.gz,HypCI4A_1.filtered_proteins.FilteredModels1.gff3.gz,45.8,11712.0,33212.0,2.83572404372,21476.0,1.83,11712.0,33212.0,2.83572404372,21500.0,1.84,12,pass
Hypoxylon sp. CO27-5 v1.0,HypCO275_1_AssemblyScaffolds.fasta.gz,HypCO275_1_GeneCatalog_genes_20120126.gff.gz,HypCO275_1.filtered_proteins.FilteredModels1.gff3.gz,40.5,4461.0,13029.0,2.92064559516,8562.0,1.92,12256.0,35583.0,2.90331266319,23327.0,1.9,12,pass
Hypoxylon sp. EC38 v1.0,HypEC38_1_AssemblyScaffolds.fasta.gz,HypEC38_1_GeneCatalog_genes_20120308.gff.gz,HypEC38_1.filtered_proteins.FilteredModels1.gff3.gz,40.1,12261.0,35018.0,2.8560476307,22748.0,1.86,12261.0,35018.0,2.8560476307,22757.0,1.86,12,pass
Hyphopichia burtonii NRRL Y-1933 v1.0,Hypbu1_AssemblyScaffolds.fasta.gz,Hypbu1_GeneCatalog_genes_20120125.gff.gz,Hypbu1.filtered_proteins.FilteredModels1.gff3.gz,35.0,6002.0,7331.0,1.22142619127,1316.0,0.22,6005.0,7303.0,1.21615320566,1298.0,0.22,0,pass
Hypholoma sublateritium v1.0,Hypsu1_AssemblyScaffolds.fasta.gz,Hypsu1_GeneCatalog_genes_20110822.gff.gz,Hypsu1.filtered_proteins.FilteredModels1.gff3.gz,51.0,17911.0,94703.0,5.28742113785,76784.0,4.29,17911.0,94703.0,5.28742113785,76792.0,4.29,1,pass
Hysterium pulicare,Hyspu1_1_AssemblyScaffolds.fasta.gz,Hyspu1_1_GeneCatalog_genes_20150205.gff.gz,,48.8,,,,,,12352.0,39057.0,3.16199805699,26705.0,2.16,0,fail
Ilyonectria sp. v1.0,Ilysp1_AssemblyScaffolds.fasta.gz,Ilysp1_GeneCatalog_genes_20121116.gff.gz,Ilysp1.filtered_proteins.FilteredModels2.gff3.gz,51.1,14292.0,41340.0,2.89252728799,27048.0,1.89,22250.0,62539.0,2.81074157303,40289.0,1.81,0,pass
Jaapia argillacea v1.0,Jaaar1_AssemblyScaffolds.fasta.gz,Jaaar1_GeneCatalog_genes_20110803.gff.gz,Jaaar1.filtered_proteins.FilteredModels1.gff3.gz,49.8,16419.0,90839.0,5.53255374871,74409.0,4.53,16419.0,90839.0,5.53255374871,74420.0,4.53,0,pass
Jaminaea sp. MCA 5214 v1.0,Jamsp1_AssemblyScaffolds.fasta.gz,Jamsp1_GeneCatalog_genes_20141226.gff.gz,,59.4,,,,,,6858.0,16662.0,2.42957130359,9804.0,1.43,0,pass
Karstenula rhodostoma CBS 690.94 v1.0,Karrh1_AssemblyScaffolds.fasta.gz,Karrh1_GeneCatalog_genes_20140225.gff.gz,Karrh1.filtered_proteins.FilteredModels1.gff3.gz,47.6,15043.0,40718.0,2.70677391478,25675.0,1.71,15043.0,40718.0,2.70677391478,25675.0,1.71,1,pass
Kazachstania africana CBS 2517,Kazaf1_AssemblyScaffolds.fasta.gz,Kazaf1_GeneCatalog_genes_20150111.gff.gz,,36.3,,,,,,5378.0,5579.0,1.03737448866,201.0,0.04,0,pass
Kluyveromyces lactis,Klula1_AssemblyScaffolds.fasta.gz,Klula1_GeneCatalog_genes_20130227.gff.gz,Klula1.filtered_proteins.ExternalModels.gff3.gz,38.8,5076.0,5251.0,1.03447596533,175.0,0.03,5076.0,5251.0,1.03447596533,175.0,0.03,5,fail
Laccaria amethystina LaAM-08-1 v1.0,Lacam1_AssemblyScaffolds.fasta.gz,Lacam1_GeneCatalog_genes_20121009.gff.gz,Lacam1.filtered_proteins.FilteredModels1.gff3.gz,46.9,21066.0,94674.0,4.49416120763,73587.0,3.49,21066.0,94674.0,4.49416120763,73608.0,3.49,1,fail
Laccaria bicolor v2.0,Lacbi2_AssemblyScaffolds.fasta.gz,Lacbi2_GeneCatalog_genes_20110203.gff.gz,Lacbi2.filtered_proteins.FilteredModels1.gff3.gz,46.9,23132.0,122070.0,5.27710530866,98914.0,4.28,21066.0,94674.0,4.49416120763,73608.0,3.49,2,pass
Laetiporus sulphureus var. sulphureus v1.0,Laesu1_AssemblyScaffolds.fasta.gz,Laesu1_GeneCatalog_genes_20130128.gff.gz,Laesu1.filtered_proteins.FilteredModels1.gff3.gz,51.5,13774.0,78786.0,5.71990707129,65012.0,4.72,13774.0,78786.0,5.71990707129,65012.0,4.72,0,pass
Leiotrametes sp BRFM 1775 v1.0,Leisp1_AssemblyScaffolds.fasta.gz,Leisp1_GeneCatalog_genes_20141127.gff.gz,,56.4,,,,,,13763.0,79147.0,5.75070842113,65384.0,4.75,0,pass
Lentithecium fluviatile v1.0,Lenfl1_AssemblyScaffolds.fasta.gz,Lenfl1_GeneCatalog_genes_20121217.gff.gz,Lenfl1.filtered_proteins.FilteredModels1.gff3.gz,48.0,13233.0,35552.0,2.68661679135,22319.0,1.69,16742.0,45014.0,2.68868713415,28272.0,1.69,0,pass
Lentinus tigrinus ALCF2SS1-6 v1.0,Lenti6_1_AssemblyScaffolds.fasta.gz,Lenti6_1_GeneCatalog_genes_20130903.gff.gz,,56.1,,,,,,15581.0,87056.0,5.58731788717,71475.0,4.59,2,fail
Lentinus tigrinus ALCF2SS1-7 v1.0,Lenti7_1_AssemblyScaffolds.fasta.gz,Lenti7_1_GeneCatalog_genes_20130905.gff.gz,,56.1,,,,,,15380.0,86623.0,5.6321846554,71243.0,4.63,2,pass
Leptosphaeria maculans,Lepmu1_AssemblyScaffolds.fasta.gz,Lepmu1_GeneCatalog_genes_20110301.gff.gz,Lepmu1.filtered_proteins.ExternalModels.gff3.gz,45.2,12469.0,35201.0,2.82308124148,22732.0,1.82,12469.0,35201.0,2.82308124148,22732.0,1.82,10,pass
Lepidopterella palustris v1.0,Leppa1_AssemblyScaffolds.fasta.gz,Leppa1_GeneCatalog_genes_20130322.gff.gz,Leppa1.filtered_proteins.FilteredModels1.gff3.gz,46.2,13870.0,41837.0,3.01636625811,27967.0,2.02,13870.0,41837.0,3.01636625811,27967.0,2.02,0,pass
Leucoagaricus gongylophorus,Leugo1_1_AssemblyScaffolds.fasta.gz,Leugo1_1_GeneCatalog_genes_20141030.gff.gz,,35.1,,,,,,5420.0,30295.0,5.58948339483,24875.0,4.59,12,pass
Leucogyrophana mollusca KUC20120723A-06 v1.0,Leumo1_AssemblyScaffolds.fasta.gz,Leumo1_GeneCatalog_genes_20131220.gff.gz,Leumo1.filtered_proteins.FilteredModels1.gff3.gz,51.7,14619.0,86061.0,5.88692797045,71442.0,4.89,14619.0,86061.0,5.88692797045,71442.0,4.89,1,pass
Lichtheimia hyalospora v1.0,Lichy1_AssemblyScaffolds.fasta.gz,Lichy1_GeneCatalog_genes_20130506.gff.gz,Lichy1.filtered_proteins.FilteredModels1.gff3.gz,39.3,2904.0,14978.0,5.15771349862,12074.0,4.16,12062.0,60157.0,4.9873155364,48095.0,3.99,0,fail
Lindgomyces ingoldianus ATCC 200398 v1.0,Linin1_AssemblyScaffolds.fasta.gz,Linin1_GeneCatalog_genes_20141206.gff.gz,,41.9,,,,,,15956.0,64948.0,4.07044372023,48992.0,3.07,0,pass
Lindra thalassiae JK4322 v1.0,Linth1_AssemblyScaffolds.fasta.gz,Linth1_GeneCatalog_genes_20150309.gff.gz,,43.5,,,,,,8029.0,20940.0,2.60804583385,12911.0,1.61,0,pass
Lipomyces starkeyi NRRL Y-11557 v1.0,Lipst1_1_AssemblyScaffolds.fasta.gz,Lipst1_1_GeneCatalog_genes_20110609.gff.gz,Lipst1_1.filtered_proteins.FilteredModels1.gff3.gz,46.9,8192.0,23318.0,2.84643554688,15103.0,1.84,8192.0,23318.0,2.84643554688,15126.0,1.85,1,pass
Lizonia empirigonia CBS 542.76 v1.0,Lizem1_AssemblyScaffolds.fasta.gz,Lizem1_GeneCatalog_genes_20150430.gff.gz,,52.3,,,,,,12467.0,32587.0,2.61386059196,20120.0,1.61,0,pass
Lollipopaia minuta P26; CBS 116597 v1.0,Lolmi1_AssemblyScaffolds.fasta.gz,Lolmi1_GeneCatalog_genes_20150504.gff.gz,,55.4,,,,,,11996.0,32713.0,2.72699233078,20717.0,1.73,0,pass
Lophiostoma macrostomum v1.0,Lopma1_AssemblyScaffolds.fasta.gz,Lopma1_GeneCatalog_genes_20130805.gff.gz,Lopma1.filtered_proteins.FilteredModels1.gff3.gz,50.8,7306.0,20438.0,2.79742677252,13132.0,1.8,16160.0,44346.0,2.74418316832,28186.0,1.74,1,pass
Lophium mytilinum CBS 269.34 v1.0,Lopmy1_AssemblyScaffolds.fasta.gz,Lopmy1_GeneCatalog_genes_20140604.gff.gz,Lopmy1.filtered_proteins.FilteredModels1.gff3.gz,50.1,15153.0,43632.0,2.87942981588,28479.0,1.88,15153.0,43632.0,2.87942981588,28479.0,1.88,1,pass
Peniophora sp. CONTA v1.0,Lopni1_AssemblyScaffolds.fasta.gz,Lopni1_GeneCatalog_genes_20150213.gff.gz,,54.3,,,,,,18999.0,98980.0,5.20974788147,79981.0,4.21,0,pass
Loramyces juncicola 46458 v1.0,Lorju1_AssemblyScaffolds.fasta.gz,Lorju1_GeneCatalog_genes_20150110.gff.gz,,45.8,,,,,,14372.0,44399.0,3.08927080434,30027.0,2.09,0,pass
Macroventuria anomochaeta CBS 525.71 v1.0,Macan1_AssemblyScaffolds.fasta.gz,Macan1_GeneCatalog_genes_20140424.gff.gz,Macan1.filtered_proteins.FilteredModels1.gff3.gz,52.6,12954.0,32261.0,2.49042766713,19307.0,1.49,12954.0,32261.0,2.49042766713,19307.0,1.49,1,pass
Macrolepiota fuliginosa v1.0,Macfu1_AssemblyScaffolds.fasta.gz,Macfu1_GeneCatalog_genes_20130625.gff.gz,Macfu1.filtered_proteins.FilteredModels4.gff3.gz,48.2,15801.0,85149.0,5.38883614961,69348.0,4.39,15801.0,85149.0,5.38883614961,69348.0,4.39,0,pass
Macrophomina phaseolina MS6,Macph1_AssemblyScaffolds.fasta.gz,Macph1_GeneCatalog_genes_20131211.gff.gz,Macph1.filtered_proteins.ExternalModels.gff3.gz,52.3,13806.0,34573.0,2.504201072,20767.0,1.5,13806.0,34573.0,2.504201072,20767.0,1.5,0,pass
Magnaporthe grisea v1.0,Maggr1_AssemblyScaffolds.fasta.gz,Maggr1_GeneCatalog_genes_20110524.gff.gz,Maggr1.filtered_proteins.ExternalModels.gff3.gz,51.6,11054.0,30705.0,2.77772751945,19651.0,1.78,11054.0,30705.0,2.77772751945,19651.0,1.78,1,pass
Magnaporthiopsis poae ATCC 64411,Magpo1_AssemblyScaffolds.fasta.gz,Magpo1_GeneCatalog_genes_20150720.gff.gz,,57.0,,,,,,12335.0,34044.0,2.75995135792,21709.0,1.76,14,pass
Malassezia globosa,Malassezia_globosa.unmasked.fasta.gz,,Malgl1.filtered_proteins.PGModels1.gff3.gz,52.1,4286.0,6377.0,1.4878674755,2091.0,0.49,,,,,,0,pass
Malassezia sympodialis ATCC 42132,Malsy1_1_AssemblyScaffolds.fasta.gz,Malsy1_1_GeneCatalog_genes_20140109.gff.gz,Malsy1_1.filtered_proteins.ExternalModels.gff3.gz,59.1,3517.0,6971.0,1.98208700597,3454.0,0.98,3517.0,6971.0,1.98208700597,3454.0,0.98,0,pass
Marssonina brunnea f. sp. multigermtubi MB_m1,Marbr1_AssemblyScaffolds.fasta.gz,Marbr1_GeneCatalog_genes_20141203.gff.gz,,42.9,,,,,,10027.0,34774.0,3.46803630198,24747.0,2.47,15,pass
Marasmius fiardii PR-910 v1.0,Marfi1_AssemblyScaffolds.fasta.gz,Marfi1_GeneCatalog_genes_20141220.gff.gz,,46.6,,,,,,17098.0,98173.0,5.74178266464,81075.0,4.74,0,pass
Martensiomyces pterosporus CBS 209.56 v1.0,Marpt1_AssemblyScaffolds.fasta.gz,Marpt1_GeneCatalog_genes_20140919.gff.gz,,55.9,,,,,,8435.0,13434.0,1.59264967398,4999.0,0.59,0,pass
Massarina eburnea CBS 473.64 v1.0,Maseb1_AssemblyScaffolds.fasta.gz,Maseb1_GeneCatalog_genes_20141122.gff.gz,,49.7,,,,,,12935.0,34597.0,2.6746810978,21662.0,1.67,1,pass
Meira miltonrushii MCA 3882 v1.0,Meimi1_AssemblyScaffolds.fasta.gz,Meimi1_GeneCatalog_genes_20150112.gff.gz,,43.1,,,,,,7452.0,12105.0,1.62439613527,4653.0,0.62,0,pass
Meliniomyces bicolor E v2.0,Melbi2_AssemblyScaffolds.fasta.gz,Melbi2_GeneCatalog_genes_20130225.gff.gz,Melbi2.filtered_proteins.FilteredModels2.gff3.gz,38.6,3040.0,9089.0,2.98980263158,6049.0,1.99,18619.0,55044.0,2.95633492669,36425.0,1.96,0,pass
Melampsora lini CH5,Melli1_AssemblyScaffolds.fasta.gz,Melli1_GeneCatalog_genes_20150227.gff.gz,,40.9,,,,,,16335.0,70126.0,4.29299051117,53791.0,3.29,0,pass
Melampsora laricis-populina v1.0,Melampsora_laricis_populina.AssembledScaffolds.fasta.gz,Mlaricis_populina.FrozenGeneCatalog_20091005.gff.gz,Mellp1.filtered_proteins.FilteredModels3.gff3.gz,41.0,3285.0,15844.0,4.82313546423,12559.0,3.82,16831.0,82743.0,4.91610718317,65912.0,3.92,0,pass
Melanomma pulvis-pyrius v1.0,Melpu1_AssemblyScaffolds.fasta.gz,Melpu1_GeneCatalog_genes_20130415.gff.gz,Melpu1.filtered_proteins.FilteredModels1.gff3.gz,50.7,15881.0,43935.0,2.76651344374,28054.0,1.77,15881.0,43935.0,2.76651344374,28054.0,1.77,0,pass
Melanconium sp. NRRL 54901 v1.0,Melsp1_AssemblyScaffolds.fasta.gz,Melsp1_GeneCatalog_genes_20121023.gff.gz,Melsp1.filtered_proteins.FilteredModels1.gff3.gz,48.0,608.0,1724.0,2.83552631579,1116.0,1.84,16656.0,44629.0,2.6794548511,27973.0,1.68,0,pass
Melanospora tiffanyae F1KG0001 v1.0,Melti1_AssemblyScaffolds.fasta.gz,Melti1_GeneCatalog_genes_20150427.gff.gz,,49.8,,,,,,8994.0,22368.0,2.48699132755,13374.0,1.49,0,fail
Meliniomyces variabilis F v1.0,Melva1_AssemblyScaffolds.fasta.gz,Melva1_GeneCatalog_genes_20130406.gff.gz,Melva1.filtered_proteins.FilteredModels1.gff3.gz,47.6,20389.0,61938.0,3.03781450782,41549.0,2.04,20389.0,61938.0,3.03781450782,41549.0,2.04,1,pass
Metarhizium acridum CQMa 102,Metac1_AssemblyScaffolds.fasta.gz,Metac1_GeneCatalog_genes_20131003.gff.gz,Metac1.filtered_proteins.ExternalModels.gff3.gz,49.9,6046.0,16297.0,2.69550115779,10251.0,1.7,9849.0,26547.0,2.69540054828,16698.0,1.7,2,pass
Metarhizium robertsii ARSEF 23,Metan1_AssemblyScaffolds.fasta.gz,Metan1_GeneCatalog_genes_20131005.gff.gz,Metan1.filtered_proteins.ExternalModels.gff3.gz,51.5,10583.0,28326.0,2.67655674194,17743.0,1.68,10583.0,28326.0,2.67655674194,17743.0,1.68,10,fail
Metschnikowia bicuspidata NRRL YB-4993 v1.0,Metbi1_AssemblyScaffolds.fasta.gz,Metbi1_GeneCatalog_genes_20120327.gff.gz,Metbi1.filtered_proteins.FilteredModels1.gff3.gz,47.9,5851.0,7408.0,1.26610835755,1531.0,0.26,5851.0,7408.0,1.26610835755,1557.0,0.27,0,pass
Microsporum canis CBS 113480,Micca1_AssemblyScaffolds.fasta.gz,Micca1_GeneCatalog_genes_20130828.gff.gz,Micca1.filtered_proteins.BroadModels.gff3.gz,47.5,8915.0,28611.0,3.20931015143,19696.0,2.21,8915.0,28611.0,3.20931015143,19696.0,2.21,8,pass
Microascus trigonosporus CBS 218.31 v1.0,Mictr1_AssemblyScaffolds.fasta.gz,Mictr1_GeneCatalog_genes_20140926.gff.gz,,56.2,,,,,,13087.0,38141.0,2.91441888897,25054.0,1.91,0,pass
Mixia osmundae IAM 14324 v1.0,Mixos1_AssemblyScaffolds.fasta.gz,Mixos1_GeneCatalog_genes_20120207.gff.gz,Mixos1.filtered_proteins.FilteredModels1.gff3.gz,55.5,6903.0,31373.0,4.54483557873,24461.0,3.54,6903.0,31373.0,4.54483557873,24470.0,3.54,1,pass
Monacrosporium haptotylum CBS 200.50,Monha1_AssemblyScaffolds.fasta.gz,Monha1_GeneCatalog_genes_20131210.gff.gz,Monha1.filtered_proteins.ExternalModels.gff3.gz,45.3,10959.0,36264.0,3.30906104572,25305.0,2.31,10959.0,36264.0,3.30906104572,25305.0,2.31,3,pass
Moniliophthora perniciosa FA553,Monpe1_1_AssemblyScaffolds.fasta.gz,Monpe1_1_GeneCatalog_genes_20131213.gff.gz,Monpe1_1.filtered_proteins.ExternalModels.gff3.gz,47.9,13560.0,46187.0,3.40612094395,32627.0,2.41,13560.0,46187.0,3.40612094395,32627.0,2.41,10,fail
Monascus purpureus v1.0,Monpu1_AssemblyScaffolds.fasta.gz,Monpu1_GeneCatalog_genes_20130806.gff.gz,Monpu1.filtered_proteins.FilteredModels1.gff3.gz,49.0,8918.0,28491.0,3.19477461314,19573.0,2.19,8918.0,28491.0,3.19477461314,19573.0,2.19,1,pass
Monascus ruber NRRL 1597 v1.0,Monru1_AssemblyScaffolds.fasta.gz,Monru1_GeneCatalog_genes_20121211.gff.gz,Monru1.filtered_proteins.FilteredModels1.gff3.gz,48.9,5380.0,17128.0,3.18364312268,11748.0,2.18,9650.0,30214.0,3.13098445596,20564.0,2.13,0,pass
Morchella conica CCBAS932 v1.0,Morco1_AssemblyScaffolds.fasta.gz,Morco1_GeneCatalog_genes_20140113.gff.gz,Morco1.filtered_proteins.FilteredModels1.gff3.gz,47.2,10909.0,38272.0,3.50829590247,27363.0,2.51,11600.0,40124.0,3.45896551724,28524.0,2.46,1,pass
Mortierella elongata v1.0,Morel1_AssemblyScaffolds.fasta.gz,Morel1_GeneCatalog_genes_20120920.gff.gz,Morel1.filtered_proteins.FilteredModels1.gff3.gz,48.1,2505.0,8821.0,3.52135728543,6316.0,2.52,15976.0,53425.0,3.34407861793,37449.0,2.34,0,pass
Mucor circinelloides CBS277.49 v2.0,Mucor_circinelloides_v2_scaffolds.fasta.gz,,Mucci2.filtered_proteins.FilteredModels1.gff3.gz,42.2,5075.0,18947.0,3.73339901478,13872.0,2.73,,,,,,16,pass
Mutinus elegans ME.BST v1.0,Mutel1_MitoScaffolds.fasta.gz,Mutel1_GeneCatalog_genes_20150215.gff.gz,,25.3,,,,,,14626.0,85221.0,5.82667851771,70595.0,4.83,0,fail
Mycosphaerella fijiensis v2.0,Mycosphaerella_fijiensis_v2_AssemblyScaffolds.fasta.gz,Mycfi2.filtered_proteins.FrozenGeneCatalog_20100402.gff3.gz,Mycfi2.filtered_proteins.FrozenGeneCatalog_20100402.gff3.gz,45.2,13107.0,47511.0,3.62485694667,34402.0,2.62,14626.0,85221.0,5.82667851771,70595.0,4.83,0,fail
Mycosphaerella graminicola v2.0,Mycgr3_MitoScaffolds.fasta.gz,Mgraminicolav2.FrozenGeneCatalog20080910.gff.gz,Mycgr3.filtered_proteins.FilteredModels1.gff3.gz,31.9,10933.0,28552.0,2.61154303485,17619.0,1.61,10952.0,28613.0,2.61258217677,17661.0,1.61,45,fail
Myceliophthora heterothallica CBS 203.75 v1.0,Myche1_AssemblyScaffolds.fasta.gz,Myche1_GeneCatalog_genes_20150518.gff.gz,,52.9,,,,,,10061.0,27779.0,2.76105754895,17718.0,1.76,0,pass
Myriangium duriaei CBS 260.36 v1.0,Myrdu1_AssemblyScaffolds.fasta.gz,Myrdu1_GeneCatalog_genes_20121211.gff.gz,Myrdu1.filtered_proteins.FilteredModels1.gff3.gz,52.2,10685.0,25327.0,2.37033224146,14642.0,1.37,10685.0,25327.0,2.37033224146,14642.0,1.37,0,pass
Myrothecium inundatum CBS 120646 v1.0,Myrin1_AssemblyScaffolds.fasta.gz,Myrin1_GeneCatalog_genes_20140928.gff.gz,,51.5,,,,,,13553.0,38656.0,2.85220984284,25103.0,1.85,0,fail
Mytilinidion resinicola CBS 304.34 v1.0,Mytre1_AssemblyScaffolds.fasta.gz,Mytre1_GeneCatalog_genes_20150115.gff.gz,,50.5,,,,,,16794.0,47306.0,2.81683934739,30512.0,1.82,0,pass
