shortName,longName,fastaName,gffName,gff3Name,gc,numGeneGff3,numExonGff3,numIntronGff3,intronDensityGff3,numGeneGff,numExonGff,numIntronGff,intronDensityGff,rnaSeqCount
Gyrli1,Gyrodon lividus BX v1.0,Gyrli1_AssemblyScaffolds.fasta.gz,Gyrli1_GeneCatalog_genes_20140325.gff.gz,Gyrli1.filtered_proteins.FilteredModels1.gff3.gz,49.0,11779.0,67772.0,55993.0,4.75,11779.0,67772.0,55993.0,4.75,0
Hanpo2,Hansenula polymorpha NCYC 495 leu1.1 v2.0,Hanpo2_AssemblyScaffolds.fasta.gz,Hanpo2_GeneCatalog_genes_20100927.gff.gz,Hanpo2.filtered_proteins.FilteredModels2.gff3.gz,47.9,5177.0,6226.0,1049.0,0.2,5177.0,6226.0,1049.0,0.2,1
Hanva1_1,Hanseniaspora valbyensis NRRL Y-1626 v1.1,Hanva1_1_AssemblyScaffolds.fasta.gz,Hanva1_1_GeneCatalog_genes_20120316.gff.gz,Hanva1_1.filtered_proteins.FilteredModels1.gff3.gz,26.7,4800.0,5776.0,954.0,0.2,4800.0,5776.0,976.0,0.2,1
Hebcy2,Hebeloma cylindrosporum h7 v2.0,Hebcy2_AssemblyScaffolds.fasta.gz,Hebcy2_GeneCatalog_genes_20120913.gff.gz,Hebcy2.filtered_proteins.FilteredModels1.gff3.gz,48.4,15382.0,80629.0,65230.0,4.24,15382.0,80629.0,65247.0,4.24,11
Hesve2finisherSC,Hesseltinella vesiculosa NRRL3301 v2.0,Hesve2finisherSC_AssemblyScaffolds.fasta.gz,Hesve2finisherSC_GeneCatalog_genes_20150707.gff.gz,,46.3,,,,,11141.0,50921.0,39780.0,3.57,0
Hetan2,Heterobasidion annosum v2.0,Heterobasidion_annosum.AssembledScaffolds.fasta.gz,Hetan2.filtered_proteins.FrozenGeneCatalog_20120113.gff3.gz,Hetan2.filtered_proteins.FrozenGeneCatalog_20120113.gff3.gz,52.2,13383.0,72148.0,58763.0,4.39,11141.0,50921.0,39780.0,3.57,4
Hetpy1,Heterogastridium pycnidioideum ATCC MYA-4631 v1.0,Hetpy1_MitoScaffolds.fasta.gz,Hetpy1_GeneCatalog_genes_20140310.gff.gz,Hetpy1.filtered_proteins.FilteredModels1.gff3.gz,29.0,7658.0,46555.0,38897.0,5.08,7658.0,46555.0,38897.0,5.08,0
Hisca1,Histoplasma capsulatum NAm1,Hisca1_AssemblyScaffolds.fasta.gz,Hisca1_GeneCatalog_genes_20130826.gff.gz,Hisca1.filtered_proteins.BroadModels.gff3.gz,46.2,9251.0,30599.0,21348.0,2.31,9251.0,30599.0,21348.0,2.31,28
Hyabl1,Hyalopycnis blepharistoma ATCC 48560 v1.0,Hyabl1_AssemblyScaffolds.fasta.gz,Hyabl1_GeneCatalog_genes_20150410.gff.gz,,43.4,,,,,7872.0,46070.0,38198.0,4.85,0
Hydpi2,Hydnomerulius pinastri v2.0,Hydpi2_AssemblyScaffolds.fasta.gz,Hydpi2_GeneCatalog_genes_20120511.gff.gz,Hydpi2.filtered_proteins.FilteredModels1.gff3.gz,50.8,13270.0,77435.0,64148.0,4.83,13270.0,77435.0,64165.0,4.84,2
Hydru2,Hydnum rufescens UP504 v2.0,Hydru2_AssemblyScaffolds.fasta.gz,Hydru2_GeneCatalog_genes_20150110.gff.gz,,47.9,,,,,18665.0,99296.0,80631.0,4.32,0
HypCI4A_1,Hypoxylon sp. CI-4A v1.0,HypCI4A_1_AssemblyScaffolds.fasta.gz,HypCI4A_1_GeneCatalog_genes_20111212.gff.gz,HypCI4A_1.filtered_proteins.FilteredModels1.gff3.gz,45.8,11712.0,33212.0,21476.0,1.83,11712.0,33212.0,21500.0,1.84,12
HypCO275_1,Hypoxylon sp. CO27-5 v1.0,HypCO275_1_AssemblyScaffolds.fasta.gz,HypCO275_1_GeneCatalog_genes_20120126.gff.gz,HypCO275_1.filtered_proteins.FilteredModels1.gff3.gz,40.5,4461.0,13029.0,8562.0,1.92,12256.0,35583.0,23327.0,1.9,12
HypEC38_1,Hypoxylon sp. EC38 v1.0,HypEC38_1_AssemblyScaffolds.fasta.gz,HypEC38_1_GeneCatalog_genes_20120308.gff.gz,HypEC38_1.filtered_proteins.FilteredModels1.gff3.gz,40.1,12261.0,35018.0,22748.0,1.86,12261.0,35018.0,22757.0,1.86,12
Hypbu1,Hyphopichia burtonii NRRL Y-1933 v1.0,Hypbu1_AssemblyScaffolds.fasta.gz,Hypbu1_GeneCatalog_genes_20120125.gff.gz,Hypbu1.filtered_proteins.FilteredModels1.gff3.gz,35.0,6002.0,7331.0,1316.0,0.22,6005.0,7303.0,1298.0,0.22,0
Hypsu1,Hypholoma sublateritium v1.0,Hypsu1_AssemblyScaffolds.fasta.gz,Hypsu1_GeneCatalog_genes_20110822.gff.gz,Hypsu1.filtered_proteins.FilteredModels1.gff3.gz,51.0,17911.0,94703.0,76784.0,4.29,17911.0,94703.0,76792.0,4.29,1
Hyspu1_1,Hysterium pulicare,Hyspu1_1_AssemblyScaffolds.fasta.gz,Hyspu1_1_GeneCatalog_genes_20150205.gff.gz,,48.8,,,,,12352.0,39057.0,26705.0,2.16,0
Ilysp1,Ilyonectria sp. v1.0,Ilysp1_AssemblyScaffolds.fasta.gz,Ilysp1_GeneCatalog_genes_20121116.gff.gz,Ilysp1.filtered_proteins.FilteredModels2.gff3.gz,51.1,14292.0,41340.0,27048.0,1.89,22250.0,62539.0,40289.0,1.81,0
Jaaar1,Jaapia argillacea v1.0,Jaaar1_AssemblyScaffolds.fasta.gz,Jaaar1_GeneCatalog_genes_20110803.gff.gz,Jaaar1.filtered_proteins.FilteredModels1.gff3.gz,49.8,16419.0,90839.0,74409.0,4.53,16419.0,90839.0,74420.0,4.53,0
Jamsp1,Jaminaea sp. MCA 5214 v1.0,Jamsp1_AssemblyScaffolds.fasta.gz,Jamsp1_GeneCatalog_genes_20141226.gff.gz,,59.4,,,,,6858.0,16662.0,9804.0,1.43,0
Karrh1,Karstenula rhodostoma CBS 690.94 v1.0,Karrh1_AssemblyScaffolds.fasta.gz,Karrh1_GeneCatalog_genes_20140225.gff.gz,Karrh1.filtered_proteins.FilteredModels1.gff3.gz,47.6,15043.0,40718.0,25675.0,1.71,15043.0,40718.0,25675.0,1.71,1
Kazaf1,Kazachstania africana CBS 2517,Kazaf1_AssemblyScaffolds.fasta.gz,Kazaf1_GeneCatalog_genes_20150111.gff.gz,,36.3,,,,,5378.0,5579.0,201.0,0.04,0
Klula1,Kluyveromyces lactis,Klula1_AssemblyScaffolds.fasta.gz,Klula1_GeneCatalog_genes_20130227.gff.gz,Klula1.filtered_proteins.ExternalModels.gff3.gz,38.8,5076.0,5251.0,175.0,0.03,5076.0,5251.0,175.0,0.03,5
Lacam1,Laccaria amethystina LaAM-08-1 v1.0,Lacam1_AssemblyScaffolds.fasta.gz,Lacam1_GeneCatalog_genes_20121009.gff.gz,Lacam1.filtered_proteins.FilteredModels1.gff3.gz,46.9,21066.0,94674.0,73587.0,3.49,21066.0,94674.0,73608.0,3.49,1
Lacbi2,Laccaria bicolor v2.0,Lacbi2_AssemblyScaffolds.fasta.gz,Lacbi2_GeneCatalog_genes_20110203.gff.gz,Lacbi2.filtered_proteins.FilteredModels1.gff3.gz,46.9,23132.0,122070.0,98914.0,4.28,21066.0,94674.0,73608.0,3.49,2
Laesu1,Laetiporus sulphureus var. sulphureus v1.0,Laesu1_AssemblyScaffolds.fasta.gz,Laesu1_GeneCatalog_genes_20130128.gff.gz,Laesu1.filtered_proteins.FilteredModels1.gff3.gz,51.5,13774.0,78786.0,65012.0,4.72,13774.0,78786.0,65012.0,4.72,0
Leisp1,Leiotrametes sp BRFM 1775 v1.0,Leisp1_AssemblyScaffolds.fasta.gz,Leisp1_GeneCatalog_genes_20141127.gff.gz,,56.4,,,,,13763.0,79147.0,65384.0,4.75,0
Lenfl1,Lentithecium fluviatile v1.0,Lenfl1_AssemblyScaffolds.fasta.gz,Lenfl1_GeneCatalog_genes_20121217.gff.gz,Lenfl1.filtered_proteins.FilteredModels1.gff3.gz,48.0,13233.0,35552.0,22319.0,1.69,16742.0,45014.0,28272.0,1.69,0
Lenti6_1,Lentinus tigrinus ALCF2SS1-6 v1.0,Lenti6_1_AssemblyScaffolds.fasta.gz,Lenti6_1_GeneCatalog_genes_20130903.gff.gz,,56.1,,,,,15581.0,87056.0,71475.0,4.59,2
Lenti7_1,Lentinus tigrinus ALCF2SS1-7 v1.0,Lenti7_1_AssemblyScaffolds.fasta.gz,Lenti7_1_GeneCatalog_genes_20130905.gff.gz,,56.1,,,,,15380.0,86623.0,71243.0,4.63,2
Lepmu1,Leptosphaeria maculans,Lepmu1_AssemblyScaffolds.fasta.gz,Lepmu1_GeneCatalog_genes_20110301.gff.gz,Lepmu1.filtered_proteins.ExternalModels.gff3.gz,45.2,12469.0,35201.0,22732.0,1.82,12469.0,35201.0,22732.0,1.82,10
Leppa1,Lepidopterella palustris v1.0,Leppa1_AssemblyScaffolds.fasta.gz,Leppa1_GeneCatalog_genes_20130322.gff.gz,Leppa1.filtered_proteins.FilteredModels1.gff3.gz,46.2,13870.0,41837.0,27967.0,2.02,13870.0,41837.0,27967.0,2.02,0
Leugo1_1,Leucoagaricus gongylophorus,Leugo1_1_AssemblyScaffolds.fasta.gz,Leugo1_1_GeneCatalog_genes_20141030.gff.gz,,35.1,,,,,5420.0,30295.0,24875.0,4.59,12
Leumo1,Leucogyrophana mollusca KUC20120723A-06 v1.0,Leumo1_AssemblyScaffolds.fasta.gz,Leumo1_GeneCatalog_genes_20131220.gff.gz,Leumo1.filtered_proteins.FilteredModels1.gff3.gz,51.7,14619.0,86061.0,71442.0,4.89,14619.0,86061.0,71442.0,4.89,1
Lichy1,Lichtheimia hyalospora v1.0,Lichy1_AssemblyScaffolds.fasta.gz,Lichy1_GeneCatalog_genes_20130506.gff.gz,Lichy1.filtered_proteins.FilteredModels1.gff3.gz,39.3,2904.0,14978.0,12074.0,4.16,12062.0,60157.0,48095.0,3.99,0
Linin1,Lindgomyces ingoldianus ATCC 200398 v1.0,Linin1_AssemblyScaffolds.fasta.gz,Linin1_GeneCatalog_genes_20141206.gff.gz,,41.9,,,,,15956.0,64948.0,48992.0,3.07,0
Linth1,Lindra thalassiae JK4322 v1.0,Linth1_AssemblyScaffolds.fasta.gz,Linth1_GeneCatalog_genes_20150309.gff.gz,,43.5,,,,,8029.0,20940.0,12911.0,1.61,0
Lipst1_1,Lipomyces starkeyi NRRL Y-11557 v1.0,Lipst1_1_AssemblyScaffolds.fasta.gz,Lipst1_1_GeneCatalog_genes_20110609.gff.gz,Lipst1_1.filtered_proteins.FilteredModels1.gff3.gz,46.9,8192.0,23318.0,15103.0,1.84,8192.0,23318.0,15126.0,1.85,1
Lizem1,Lizonia empirigonia CBS 542.76 v1.0,Lizem1_AssemblyScaffolds.fasta.gz,Lizem1_GeneCatalog_genes_20150430.gff.gz,,52.3,,,,,12467.0,32587.0,20120.0,1.61,0
Lolmi1,Lollipopaia minuta P26; CBS 116597 v1.0,Lolmi1_AssemblyScaffolds.fasta.gz,Lolmi1_GeneCatalog_genes_20150504.gff.gz,,55.4,,,,,11996.0,32713.0,20717.0,1.73,0
Lopma1,Lophiostoma macrostomum v1.0,Lopma1_AssemblyScaffolds.fasta.gz,Lopma1_GeneCatalog_genes_20130805.gff.gz,Lopma1.filtered_proteins.FilteredModels1.gff3.gz,50.8,7306.0,20438.0,13132.0,1.8,16160.0,44346.0,28186.0,1.74,1
Lopmy1,Lophium mytilinum CBS 269.34 v1.0,Lopmy1_AssemblyScaffolds.fasta.gz,Lopmy1_GeneCatalog_genes_20140604.gff.gz,Lopmy1.filtered_proteins.FilteredModels1.gff3.gz,50.1,15153.0,43632.0,28479.0,1.88,15153.0,43632.0,28479.0,1.88,1
Lopni1,Peniophora sp. CONTA v1.0,Lopni1_AssemblyScaffolds.fasta.gz,Lopni1_GeneCatalog_genes_20150213.gff.gz,,54.3,,,,,18999.0,98980.0,79981.0,4.21,0
Lorju1,Loramyces juncicola 46458 v1.0,Lorju1_AssemblyScaffolds.fasta.gz,Lorju1_GeneCatalog_genes_20150110.gff.gz,,45.8,,,,,14372.0,44399.0,30027.0,2.09,0
Macan1,Macroventuria anomochaeta CBS 525.71 v1.0,Macan1_AssemblyScaffolds.fasta.gz,Macan1_GeneCatalog_genes_20140424.gff.gz,Macan1.filtered_proteins.FilteredModels1.gff3.gz,52.6,12954.0,32261.0,19307.0,1.49,12954.0,32261.0,19307.0,1.49,1
Macfu1,Macrolepiota fuliginosa v1.0,Macfu1_AssemblyScaffolds.fasta.gz,Macfu1_GeneCatalog_genes_20130625.gff.gz,Macfu1.filtered_proteins.FilteredModels4.gff3.gz,48.2,15801.0,85149.0,69348.0,4.39,15801.0,85149.0,69348.0,4.39,0
Macph1,Macrophomina phaseolina MS6,Macph1_AssemblyScaffolds.fasta.gz,Macph1_GeneCatalog_genes_20131211.gff.gz,Macph1.filtered_proteins.ExternalModels.gff3.gz,52.3,13806.0,34573.0,20767.0,1.5,13806.0,34573.0,20767.0,1.5,0
Maggr1,Magnaporthe grisea v1.0,Maggr1_AssemblyScaffolds.fasta.gz,Maggr1_GeneCatalog_genes_20110524.gff.gz,Maggr1.filtered_proteins.ExternalModels.gff3.gz,51.6,11054.0,30705.0,19651.0,1.78,11054.0,30705.0,19651.0,1.78,1
Magpo1,Magnaporthiopsis poae ATCC 64411,Magpo1_AssemblyScaffolds.fasta.gz,Magpo1_GeneCatalog_genes_20150720.gff.gz,,57.0,,,,,12335.0,34044.0,21709.0,1.76,14
Malgl1,Malassezia globosa,Malassezia_globosa.unmasked.fasta.gz,,Malgl1.filtered_proteins.PGModels1.gff3.gz,52.1,4286.0,6377.0,2091.0,0.49,,,,,0
Malsy1_1,Malassezia sympodialis ATCC 42132,Malsy1_1_AssemblyScaffolds.fasta.gz,Malsy1_1_GeneCatalog_genes_20140109.gff.gz,Malsy1_1.filtered_proteins.ExternalModels.gff3.gz,59.1,3517.0,6971.0,3454.0,0.98,3517.0,6971.0,3454.0,0.98,0
Marbr1,Marssonina brunnea f. sp. multigermtubi MB_m1,Marbr1_AssemblyScaffolds.fasta.gz,Marbr1_GeneCatalog_genes_20141203.gff.gz,,42.9,,,,,10027.0,34774.0,24747.0,2.47,15
Marfi1,Marasmius fiardii PR-910 v1.0,Marfi1_AssemblyScaffolds.fasta.gz,Marfi1_GeneCatalog_genes_20141220.gff.gz,,46.6,,,,,17098.0,98173.0,81075.0,4.74,0
Marpt1,Martensiomyces pterosporus CBS 209.56 v1.0,Marpt1_AssemblyScaffolds.fasta.gz,Marpt1_GeneCatalog_genes_20140919.gff.gz,,55.9,,,,,8435.0,13434.0,4999.0,0.59,0
Maseb1,Massarina eburnea CBS 473.64 v1.0,Maseb1_AssemblyScaffolds.fasta.gz,Maseb1_GeneCatalog_genes_20141122.gff.gz,,49.7,,,,,12935.0,34597.0,21662.0,1.67,1
Meimi1,Meira miltonrushii MCA 3882 v1.0,Meimi1_AssemblyScaffolds.fasta.gz,Meimi1_GeneCatalog_genes_20150112.gff.gz,,43.1,,,,,7452.0,12105.0,4653.0,0.62,0
Melbi2,Meliniomyces bicolor E v2.0,Melbi2_AssemblyScaffolds.fasta.gz,Melbi2_GeneCatalog_genes_20130225.gff.gz,Melbi2.filtered_proteins.FilteredModels2.gff3.gz,38.6,3040.0,9089.0,6049.0,1.99,18619.0,55044.0,36425.0,1.96,0
Melli1,Melampsora lini CH5,Melli1_AssemblyScaffolds.fasta.gz,Melli1_GeneCatalog_genes_20150227.gff.gz,,40.9,,,,,16335.0,70126.0,53791.0,3.29,0
Mellp1,Melampsora laricis-populina v1.0,Melampsora_laricis_populina.AssembledScaffolds.fasta.gz,Mlaricis_populina.FrozenGeneCatalog_20091005.gff.gz,Mellp1.filtered_proteins.FilteredModels3.gff3.gz,41.0,3285.0,15844.0,12559.0,3.82,16831.0,82743.0,65912.0,3.92,0
Melpu1,Melanomma pulvis-pyrius v1.0,Melpu1_AssemblyScaffolds.fasta.gz,Melpu1_GeneCatalog_genes_20130415.gff.gz,Melpu1.filtered_proteins.FilteredModels1.gff3.gz,50.7,15881.0,43935.0,28054.0,1.77,15881.0,43935.0,28054.0,1.77,0
Melsp1,Melanconium sp. NRRL 54901 v1.0,Melsp1_AssemblyScaffolds.fasta.gz,Melsp1_GeneCatalog_genes_20121023.gff.gz,Melsp1.filtered_proteins.FilteredModels1.gff3.gz,48.0,608.0,1724.0,1116.0,1.84,16656.0,44629.0,27973.0,1.68,0
Melti1,Melanospora tiffanyae F1KG0001 v1.0,Melti1_AssemblyScaffolds.fasta.gz,Melti1_GeneCatalog_genes_20150427.gff.gz,,49.8,,,,,8994.0,22368.0,13374.0,1.49,0
Melva1,Meliniomyces variabilis F v1.0,Melva1_AssemblyScaffolds.fasta.gz,Melva1_GeneCatalog_genes_20130406.gff.gz,Melva1.filtered_proteins.FilteredModels1.gff3.gz,47.6,20389.0,61938.0,41549.0,2.04,20389.0,61938.0,41549.0,2.04,1
Metac1,Metarhizium acridum CQMa 102,Metac1_AssemblyScaffolds.fasta.gz,Metac1_GeneCatalog_genes_20131003.gff.gz,Metac1.filtered_proteins.ExternalModels.gff3.gz,49.9,6046.0,16297.0,10251.0,1.7,9849.0,26547.0,16698.0,1.7,2
Metan1,Metarhizium robertsii ARSEF 23,Metan1_AssemblyScaffolds.fasta.gz,Metan1_GeneCatalog_genes_20131005.gff.gz,Metan1.filtered_proteins.ExternalModels.gff3.gz,51.5,10583.0,28326.0,17743.0,1.68,10583.0,28326.0,17743.0,1.68,10
Metbi1,Metschnikowia bicuspidata NRRL YB-4993 v1.0,Metbi1_AssemblyScaffolds.fasta.gz,Metbi1_GeneCatalog_genes_20120327.gff.gz,Metbi1.filtered_proteins.FilteredModels1.gff3.gz,47.9,5851.0,7408.0,1531.0,0.26,5851.0,7408.0,1557.0,0.27,0
Micca1,Microsporum canis CBS 113480,Micca1_AssemblyScaffolds.fasta.gz,Micca1_GeneCatalog_genes_20130828.gff.gz,Micca1.filtered_proteins.BroadModels.gff3.gz,47.5,8915.0,28611.0,19696.0,2.21,8915.0,28611.0,19696.0,2.21,8
Mictr1,Microascus trigonosporus CBS 218.31 v1.0,Mictr1_AssemblyScaffolds.fasta.gz,Mictr1_GeneCatalog_genes_20140926.gff.gz,,56.2,,,,,13087.0,38141.0,25054.0,1.91,0
Mixos1,Mixia osmundae IAM 14324 v1.0,Mixos1_AssemblyScaffolds.fasta.gz,Mixos1_GeneCatalog_genes_20120207.gff.gz,Mixos1.filtered_proteins.FilteredModels1.gff3.gz,55.5,6903.0,31373.0,24461.0,3.54,6903.0,31373.0,24470.0,3.54,1
Monha1,Monacrosporium haptotylum CBS 200.50,Monha1_AssemblyScaffolds.fasta.gz,Monha1_GeneCatalog_genes_20131210.gff.gz,Monha1.filtered_proteins.ExternalModels.gff3.gz,45.3,10959.0,36264.0,25305.0,2.31,10959.0,36264.0,25305.0,2.31,3
Monpe1_1,Moniliophthora perniciosa FA553,Monpe1_1_AssemblyScaffolds.fasta.gz,Monpe1_1_GeneCatalog_genes_20131213.gff.gz,Monpe1_1.filtered_proteins.ExternalModels.gff3.gz,47.9,13560.0,46187.0,32627.0,2.41,13560.0,46187.0,32627.0,2.41,10
Monpu1,Monascus purpureus v1.0,Monpu1_AssemblyScaffolds.fasta.gz,Monpu1_GeneCatalog_genes_20130806.gff.gz,Monpu1.filtered_proteins.FilteredModels1.gff3.gz,49.0,8918.0,28491.0,19573.0,2.19,8918.0,28491.0,19573.0,2.19,1
Monru1,Monascus ruber NRRL 1597 v1.0,Monru1_AssemblyScaffolds.fasta.gz,Monru1_GeneCatalog_genes_20121211.gff.gz,Monru1.filtered_proteins.FilteredModels1.gff3.gz,48.9,5380.0,17128.0,11748.0,2.18,9650.0,30214.0,20564.0,2.13,0
Morco1,Morchella conica CCBAS932 v1.0,Morco1_AssemblyScaffolds.fasta.gz,Morco1_GeneCatalog_genes_20140113.gff.gz,Morco1.filtered_proteins.FilteredModels1.gff3.gz,47.2,10909.0,38272.0,27363.0,2.51,11600.0,40124.0,28524.0,2.46,1
Morel1,Mortierella elongata v1.0,Morel1_AssemblyScaffolds.fasta.gz,Morel1_GeneCatalog_genes_20120920.gff.gz,Morel1.filtered_proteins.FilteredModels1.gff3.gz,48.1,2505.0,8821.0,6316.0,2.52,15976.0,53425.0,37449.0,2.34,0
Mucci2,Mucor circinelloides CBS277.49 v2.0,Mucor_circinelloides_v2_scaffolds.fasta.gz,,Mucci2.filtered_proteins.FilteredModels1.gff3.gz,42.2,5075.0,18947.0,13872.0,2.73,,,,,16
Mutel1,Mutinus elegans ME.BST v1.0,Mutel1_MitoScaffolds.fasta.gz,Mutel1_GeneCatalog_genes_20150215.gff.gz,,25.3,,,,,14626.0,85221.0,70595.0,4.83,0
Mycfi2,Mycosphaerella fijiensis v2.0,Mycosphaerella_fijiensis_v2_AssemblyScaffolds.fasta.gz,Mycfi2.filtered_proteins.FrozenGeneCatalog_20100402.gff3.gz,Mycfi2.filtered_proteins.FrozenGeneCatalog_20100402.gff3.gz,45.2,13107.0,47511.0,34402.0,2.62,14626.0,85221.0,70595.0,4.83,0
Mycgr3,Mycosphaerella graminicola v2.0,Mycgr3_MitoScaffolds.fasta.gz,Mgraminicolav2.FrozenGeneCatalog20080910.gff.gz,Mycgr3.filtered_proteins.FilteredModels1.gff3.gz,31.9,10933.0,28552.0,17619.0,1.61,10952.0,28613.0,17661.0,1.61,45
Myche1,Myceliophthora heterothallica CBS 203.75 v1.0,Myche1_AssemblyScaffolds.fasta.gz,Myche1_GeneCatalog_genes_20150518.gff.gz,,52.9,,,,,10061.0,27779.0,17718.0,1.76,0
Myrdu1,Myriangium duriaei CBS 260.36 v1.0,Myrdu1_AssemblyScaffolds.fasta.gz,Myrdu1_GeneCatalog_genes_20121211.gff.gz,Myrdu1.filtered_proteins.FilteredModels1.gff3.gz,52.2,10685.0,25327.0,14642.0,1.37,10685.0,25327.0,14642.0,1.37,0
Myrin1,Myrothecium inundatum CBS 120646 v1.0,Myrin1_AssemblyScaffolds.fasta.gz,Myrin1_GeneCatalog_genes_20140928.gff.gz,,51.5,,,,,13553.0,38656.0,25103.0,1.85,0
Mytre1,Mytilinidion resinicola CBS 304.34 v1.0,Mytre1_AssemblyScaffolds.fasta.gz,Mytre1_GeneCatalog_genes_20150115.gff.gz,,50.5,,,,,16794.0,47306.0,30512.0,1.82,0
Nadfu1,Nadsonia fulvescens var. elongata DSM 6958 v1.0,Nadfu1_AssemblyScaffolds.fasta.gz,Nadfu1_GeneCatalog_genes_20110909.gff.gz,Nadfu1.filtered_proteins.FilteredModels1.gff3.gz,39.3,5657.0,8862.0,3201.0,0.57,5657.0,8862.0,3205.0,0.57,0
Naifl1,Naiadella fluitans ATCC 64713 v1.0,Naifl1_AssemblyScaffolds.fasta.gz,Naifl1_GeneCatalog_genes_20140403.gff.gz,Naifl1.filtered_proteins.FilteredModels2.gff3.gz,49.3,13270.0,70814.0,57544.0,4.34,13270.0,70814.0,57544.0,4.34,0
Necha2,Nectria haematococca v2.0,Necha2_scaffolds.fasta.gz,,Necha2.filtered_proteins.FilteredModels1.gff3.gz,50.8,9665.0,29373.0,19708.0,2.04,,,,,0
Nempa1,Nematocida parisii ERTm1,Nempa1_AssemblyScaffolds.fasta.gz,Nempa1_GeneCatalog_genes_20130904.gff.gz,Nempa1.filtered_proteins.BroadModels.gff3.gz,34.4,2661.0,2663.0,2.0,0.0,2661.0,2663.0,2.0,0.0,23
Neofi1,Neosartorya fischeri NRRL 181,Neofi1_AssemblyScaffolds.fasta.gz,Neofi1_GeneCatalog_genes_20120815.gff.gz,Neofi1.filtered_proteins.ExternalModels.gff3.gz,49.4,10406.0,30984.0,20578.0,1.98,10406.0,30984.0,20578.0,1.98,0
Neole1,Neolentinus lepideus v1.0,Neole1_AssemblyScaffolds.fasta.gz,Neole1_GeneCatalog_genes_20130125.gff.gz,Neole1.filtered_proteins.FilteredModels1.gff3.gz,50.9,13164.0,75210.0,62046.0,4.71,13164.0,75210.0,62046.0,4.71,1
Neopa1,Neofusicoccum parvum UCRNP2,Neopa1_AssemblyScaffolds.fasta.gz,Neopa1_GeneCatalog_genes_20130909.gff.gz,Neopa1.filtered_proteins.ExternalModels.gff3.gz,56.8,10366.0,32758.0,22392.0,2.16,10366.0,32758.0,22392.0,2.16,12
Neucr2,Neurospora crassa OR74A v2.0,Neucr2_AssemblyScaffolds.fasta.gz,Neucr2_GeneCatalog_genes_20130412.gff.gz,Neucr2.filtered_proteins.BroadModels.gff3.gz,48.3,10785.0,30794.0,20009.0,1.86,10785.0,30794.0,20009.0,1.86,506
Neucr_trp3_1,Neurospora crassa FGSC 73 trp-3 v1.0,Neucr_trp3_1_AssemblyScaffolds.fasta.gz,Neucr_trp3_1_GeneCatalog_genes_20140324.gff.gz,Neucr_trp3_1.filtered_proteins.FilteredModels3.gff3.gz,48.9,2711.0,7335.0,4618.0,1.7,11978.0,31502.0,19524.0,1.63,506
Neudi1,Neurospora discreta FGSC 8579 mat A,Neurospora_discreta.AssemblyScaffolds.fasta.gz,,Neudi1.filtered_proteins.FilteredModels2.gff3.gz,49.5,389.0,1001.0,612.0,1.57,,,,,8
Neute_matA2,,,Neute_matA2.filtered_proteins.FilteredModels1.gff3.gz,,,,,,,11978.0,31502.0,19524.0,1.63,0
Neute_mat_a1,Neurospora tetrasperma FGSC 2509 mat a v1.0,Neurospora_tetrasperma_mata_AssemblyScaffolds.fasta.gz,,Neute_mat_a1.filtered_proteins.FilteredModels1.gff3.gz,49.7,1273.0,3584.0,2311.0,1.82,,,,,8
Nieex1,Niesslia exilis CBS 358.70 v1.0,Nieex1_AssemblyScaffolds.fasta.gz,Nieex1_GeneCatalog_genes_20140925.gff.gz,,54.7,,,,,13499.0,37598.0,24099.0,1.79,0
Nosce1,Nosema ceranae BRL01,Nosce1_AssemblyScaffolds.fasta.gz,Nosce1_GeneCatalog_genes_20140109.gff.gz,Nosce1.filtered_proteins.ExternalModels.gff3.gz,25.3,2060.0,2066.0,6.0,0.0,2060.0,2066.0,6.0,0.0,6
Obbri1,Obba rivulosa 3A-2 v1.0,Obbri1_AssemblyScaffolds.fasta.gz,Obbri1_GeneCatalog_genes_20140615.gff.gz,Obbri1.filtered_proteins.FilteredModels1.gff3.gz,53.6,13206.0,79539.0,66333.0,5.02,13206.0,79539.0,66333.0,5.02,1
Oidma1,Oidiodendron maius Zn v1.0,Oidma1_AssemblyScaffolds.fasta.gz,Oidma1_GeneCatalog_genes_20110606.gff.gz,Oidma1.filtered_proteins.FilteredModels1.gff3.gz,47.1,510.0,1471.0,961.0,1.88,16703.0,49633.0,32930.0,1.97,6
Ompol1,Omphalotus olearius,Ompol1_AssemblyScaffolds.fasta.gz,Ompol1_GeneCatalog_genes_20130516.gff.gz,Ompol1.filtered_proteins.ExternalModels.gff3.gz,47.4,2128.0,16142.0,14014.0,6.59,8171.0,59820.0,51649.0,6.32,0
Onnsc1,Onnia scaura P-53A v1.0,Onnsc1_AssemblyScaffolds.fasta.gz,Onnsc1_GeneCatalog_genes_20150419.gff.gz,,50.7,,,,,12895.0,68688.0,55793.0,4.33,0
Ophdi1,Ophiobolus disseminans CBS 113818 v1.0,Ophdi1_AssemblyScaffolds.fasta.gz,Ophdi1_GeneCatalog_genes_20140614.gff.gz,Ophdi1.filtered_proteins.FilteredModels1.gff3.gz,51.7,16027.0,41581.0,25554.0,1.59,16027.0,41581.0,25554.0,1.59,1
